evol,step,not_dead,tot
47,15,0,0
47,16,0,0
47,17,0,0
47,18,0,0
47,19,0,0
47,20,0,0
47,21,0,0
47,22,0,0
47,23,0,0
47,24,0,0
47,25,0,0
47,26,0,0
47,27,0,0
47,28,0,0
47,29,0,0
47,30,0,0
47,31,0,0
47,32,0,0
47,33,0,0
47,34,0,0
47,35,0,0
47,36,0,0
47,37,0,0
47,38,0,0
47,39,0,0
47,40,0,0
47,41,0,0
47,42,0,0
47,43,0,0
47,44,0,0
47,45,0,0
47,46,0,0
47,47,0,0
47,48,0,0
47,49,0,0
47,50,0,0
47,51,0,0
47,52,0,0
47,53,0,0
47,54,0,0
47,55,0,0
47,56,0,0
47,57,0,0
47,58,0,0
47,59,0,0
47,60,0,0
48,1,0,0
48,2,0,0
48,3,0,0
48,4,0,0
48,5,0,0
48,6,0,0
48,7,0,0
48,8,0,0
48,9,0,0
48,10,0,0
48,11,0,0
48,12,0,0
48,13,0,0
48,14,0,0
48,15,0,0
48,16,0,0
48,17,0,0
48,18,0,0
48,19,0,0
48,20,0,0
48,21,0,0
48,22,0,0
48,23,0,0
48,24,0,0
48,25,0,0
48,26,0,0
48,27,0,0
48,28,0,0
48,29,0,0
48,30,0,0
48,31,0,0
48,32,0,0
48,33,0,0
48,34,0,0
48,35,0,0
48,36,0,0
48,37,0,0
48,38,0,0
48,39,0,0
48,40,0,0
48,41,0,0
48,42,0,0
48,43,0,0
48,44,0,0
48,45,0,0
48,46,0,0
48,47,0,0
48,48,0,0
48,49,0,0
48,50,0,0
48,51,0,0
48,52,0,0
48,53,0,0
48,54,0,0
48,55,0,0
48,56,0,0
48,57,0,0
48,58,0,0
48,59,0,0
48,60,0,0
49,1,1,2
49,2,2,4
49,3,2,4
49,4,4,8
49,5,8,16
49,6,13,26
49,7,20,40
49,8,32,64
49,9,46,92
49,10,76,152
49,11,118,236
49,12,184,368
49,13,304,608
49,14,475,950
49,15,758,1516
49,16,1221,2442
49,17,1952,3904
49,18,3127,6254
49,19,5006,10012
49,20,8010,16020
49,21,12726,25452
49,22,20298,40596
49,23,32613,65226
49,24,51987,103974
49,25,83332,166664
49,26,133326,266652
49,27,213142,426284
49,28,340723,681446
49,29,544603,1089206
49,30,870516,1741032
49,31,1392722,2785444
49,32,2227125,4454250
49,33,3563604,7127208
49,34,5703246,11406492
49,35,9124455,18248910
49,36,14599147,29198294
49,37,23357943,46715886
49,38,37374825,74749650
49,39,59802533,119605066
49,40,95684495,191368990
49,41,153094305,306188610
49,42,244962182,489924364
49,43,391929895,783859790
49,44,783859790,1000000000
49,45,783859790,1000000000
49,46,783859790,1000000000
49,47,783859790,1000000000
49,48,783859790,1000000000
49,49,783859790,1000000000
49,50,783859790,1000000000
49,51,783859790,1000000000
49,52,783859790,1000000000
49,53,783859790,1000000000
49,54,783859790,1000000000
49,55,783859790,1000000000
49,56,783859790,1000000000
49,57,783859790,1000000000
49,58,783859790,1000000000
49,59,783859790,1000000000
49,60,783859790,1000000000
50,1,1,2
50,2,2,4
50,3,4,8
50,4,6,12
50,5,12,24
50,6,20,40
50,7,34,68
50,8,56,112
50,9,88,176
50,10,145,290
50,11,226,452
50,12,372,744
50,13,601,1202
50,14,930,1860
50,15,1515,3030
50,16,2425,4850
50,17,3883,7766
50,18,6176,12352
50,19,9835,19670
50,20,15798,31596
50,21,25185,50370
50,22,40344,80688
50,23,64462,128924
50,24,103309,206618
50,25,165101,330202
50,26,263996,527992
50,27,422442,844884
50,28,675397,1350794
50,29,1081218,2162436
50,30,1729788,3459576
50,31,2767518,5535036
50,32,4427780,8855560
50,33,7082890,14165780
50,34,11333427,22666854
50,35,18135111,36270222
50,36,29019214,58038428
50,37,46426327,92852654
50,38,74278670,148557340
50,39,118849212,237698424
50,40,190163633,380327266
50,41,304257830,608515660
50,42,608515660,1000000000
50,43,608515660,1000000000
50,44,608515660,1000000000
50,45,608515660,1000000000
50,46,608515660,1000000000
50,47,608515660,1000000000
50,48,608515660,1000000000
50,49,608515660,1000000000
50,50,608515660,1000000000
50,51,608515660,1000000000
50,52,608515660,1000000000
50,53,608515660,1000000000
50,54,608515660,1000000000
50,55,608515660,1000000000
50,56,608515660,1000000000
50,57,608515660,1000000000
50,58,608515660,1000000000
50,59,608515660,1000000000
50,60,608515660,1000000000
51,1,1,2
51,2,2,4
51,3,4,8
51,4,3,6
51,5,6,12
51,6,12,24
51,7,17,34
51,8,27,54
51,9,48,96
51,10,69,138
51,11,115,230
51,12,176,352
51,13,274,548
51,14,454,908
51,15,724,1448
51,16,1128,2256
51,17,1806,3612
51,18,2859,5718
51,19,4620,9240
51,20,7382,14764
51,21,11800,23600
51,22,18767,37534
51,23,30117,60234
51,24,48232,96464
51,25,77222,154444
51,26,123465,246930
51,27,197686,395372
51,28,316239,632478
51,29,505890,1011780
51,30,809665,1619330
51,31,1295525,2591050
51,32,2072328,4144656
51,33,3315245,6630490
51,34,5302420,10604840
51,35,8484763,16969526
51,36,13576869,27153738
51,37,21723930,43447860
51,38,34754522,69509044
51,39,55599703,111199406
51,40,88963002,177926004
51,41,142342735,284685470
51,42,227734272,455468544
51,43,364368674,728737348
51,44,728737348,1000000000
51,45,728737348,1000000000
51,46,728737348,1000000000
51,47,728737348,1000000000
51,48,728737348,1000000000
51,49,728737348,1000000000
51,50,728737348,1000000000
51,51,728737348,1000000000
51,52,728737348,1000000000
51,53,728737348,1000000000
51,54,728737348,1000000000
51,55,728737348,1000000000
51,56,728737348,1000000000
51,57,728737348,1000000000
51,58,728737348,1000000000
51,59,728737348,1000000000
51,60,728737348,1000000000
52,1,1,2
52,2,1,2
52,3,2,4
52,4,2,4
52,5,2,4
52,6,3,6
52,7,3,6
52,8,6,12
52,9,9,18
52,10,15,30
52,11,20,40
52,12,35,70
52,13,56,112
52,14,87,174
52,15,139,278
52,16,232,464
52,17,363,726
52,18,596,1192
52,19,939,1878
52,20,1501,3002
52,21,2361,4722
52,22,3782,7564
52,23,6020,12040
52,24,9604,19208
52,25,15365,30730
52,26,24599,49198
52,27,39138,78276
52,28,62646,125292
52,29,100438,200876
52,30,160629,321258
52,31,256815,513630
52,32,410911,821822
52,33,657479,1314958
52,34,1052792,2105584
52,35,1684694,3369388
52,36,2695564,5391128
52,37,4313804,8627608
52,38,6902002,13804004
52,39,11042751,22085502
52,40,17669072,35338144
52,41,28272424,56544848
52,42,45237710,90475420
52,43,72384901,144769802
52,44,115814678,231629356
52,45,185298826,370597652
52,46,296473864,592947728
52,47,592947728,1000000000
52,48,592947728,1000000000
52,49,592947728,1000000000
52,50,592947728,1000000000
52,51,592947728,1000000000
52,52,592947728,1000000000
52,53,592947728,1000000000
52,54,592947728,1000000000
52,55,592947728,1000000000
52,56,592947728,1000000000
52,57,592947728,1000000000
52,58,592947728,1000000000
52,59,592947728,1000000000
52,60,592947728,1000000000
53,1,1,2
53,2,2,4
53,3,3,6
53,4,5,10
53,5,6,12
53,6,10,20
53,7,14,28
53,8,21,42
53,9,31,62
53,10,45,90
53,11,71,142
53,12,118,236
53,13,200,400
53,14,320,640
53,15,523,1046
53,16,864,1728
53,17,1387,2774
53,18,2205,4410
53,19,3558,7116
53,20,5652,11304
53,21,9032,18064
53,22,14509,29018
53,23,23253,46506
53,24,37200,74400
53,25,59461,118922
53,26,94866,189732
53,27,151963,303926
53,28,243103,486206
53,29,388501,777002
53,30,622003,1244006
53,31,995911,1991822
53,32,1592869,3185738
53,33,2548967,5097934
53,34,4078265,8156530
53,35,6523481,13046962
53,36,10438910,20877820
53,37,16704473,33408946
53,38,26729054,53458108
53,39,42766935,85533870
53,40,68416842,136833684
53,41,109471924,218943848
53,42,175167474,350334948
53,43,280258924,560517848
53,44,560517848,1000000000
53,45,560517848,1000000000
53,46,560517848,1000000000
53,47,560517848,1000000000
53,48,560517848,1000000000
53,49,560517848,1000000000
53,50,560517848,1000000000
53,51,560517848,1000000000
53,52,560517848,1000000000
53,53,560517848,1000000000
53,54,560517848,1000000000
53,55,560517848,1000000000
53,56,560517848,1000000000
53,57,560517848,1000000000
53,58,560517848,1000000000
53,59,560517848,1000000000
53,60,560517848,1000000000
54,1,1,2
54,2,2,4
54,3,4,8
54,4,5,10
54,5,9,18
54,6,11,22
54,7,18,36
54,8,25,50
54,9,43,86
54,10,65,130
54,11,101,202
54,12,166,332
54,13,273,546
54,14,411,822
54,15,647,1294
54,16,1068,2136
54,17,1695,3390
54,18,2690,5380
54,19,4316,8632
54,20,6971,13942
54,21,11136,22272
54,22,17743,35486
54,23,28522,57044
54,24,45621,91242
54,25,72951,145902
54,26,116905,233810
54,27,187274,374548
54,28,299354,598708
54,29,479022,958044
54,30,766126,1532252
54,31,1225846,2451692
54,32,1962263,3924526
54,33,3139847,6279694
54,34,5023736,10047472
54,35,8038439,16076878
54,36,12863864,25727728
54,37,20582705,41165410
54,38,32930846,65861692
54,39,52689182,105378364
54,40,84306333,168612666
54,41,134893819,269787638
54,42,215834112,431668224
54,43,345334472,690668944
54,44,690668944,1000000000
54,45,690668944,1000000000
54,46,690668944,1000000000
54,47,690668944,1000000000
54,48,690668944,1000000000
54,49,690668944,1000000000
54,50,690668944,1000000000
54,51,690668944,1000000000
54,52,690668944,1000000000
54,53,690668944,1000000000
54,54,690668944,1000000000
54,55,690668944,1000000000
54,56,690668944,1000000000
54,57,690668944,1000000000
54,58,690668944,1000000000
54,59,690668944,1000000000
54,60,690668944,1000000000
55,1,1,2
55,2,2,4
55,3,3,6
55,4,4,8
55,5,8,16
55,6,13,26
55,7,20,40
55,8,31,62
55,9,45,90
55,10,67,134
55,11,110,220
55,12,177,354
55,13,292,584
55,14,464,928
55,15,735,1470
55,16,1197,2394
55,17,1882,3764
55,18,3026,6052
55,19,4874,9748
55,20,7839,15678
55,21,12500,25000
55,22,20037,40074
55,23,31971,63942
55,24,51227,102454
55,25,82141,164282
55,26,131588,263176
55,27,210733,421466
55,28,337162,674324
55,29,539734,1079468
55,30,863949,1727898
55,31,1382395,2764790
55,32,2212234,4424468
55,33,3539217,7078434
55,34,5660302,11320604
55,35,9056518,18113036
55,36,14490670,28981340
55,37,23182204,46364408
55,38,37087363,74174726
55,39,59340414,118680828
55,40,94942781,189885562
55,41,151920088,303840176
55,42,243079223,486158446
55,43,388923501,777847002
55,44,777847002,1000000000
55,45,777847002,1000000000
55,46,777847002,1000000000
55,47,777847002,1000000000
55,48,777847002,1000000000
55,49,777847002,1000000000
55,50,777847002,1000000000
55,51,777847002,1000000000
55,52,777847002,1000000000
55,53,777847002,1000000000
55,54,777847002,1000000000
55,55,777847002,1000000000
55,56,777847002,1000000000
55,57,777847002,1000000000
55,58,777847002,1000000000
55,59,777847002,1000000000
55,60,777847002,1000000000
56,1,1,2
56,2,1,2
56,3,2,4
56,4,3,6
56,5,5,10
56,6,9,18
56,7,16,32
56,8,20,40
56,9,29,58
56,10,51,102
56,11,82,164
56,12,123,246
56,13,198,396
56,14,320,640
56,15,521,1042
56,16,812,1624
56,17,1294,2588
56,18,2106,4212
56,19,3423,6846
56,20,5428,10856
56,21,8726,17452
56,22,13986,27972
56,23,22290,44580
56,24,35615,71230
56,25,57032,114064
56,26,91238,182476
56,27,145889,291778
56,28,233514,467028
56,29,373744,747488
56,30,598598,1197196
56,31,957957,1915914
56,32,1531992,3063984
56,33,2451553,4903106
56,34,3922291,7844582
56,35,6276023,12552046
56,36,10043664,20087328
56,37,16068892,32137784
56,38,25705463,51410926
56,39,41132177,82264354
56,40,65808958,131617916
56,41,105300392,210600784
56,42,168484361,336968722
56,43,269579663,539159326
56,44,539159326,1000000000
56,45,539159326,1000000000
56,46,539159326,1000000000
56,47,539159326,1000000000
56,48,539159326,1000000000
56,49,539159326,1000000000
56,50,539159326,1000000000
56,51,539159326,1000000000
56,52,539159326,1000000000
56,53,539159326,1000000000
56,54,539159326,1000000000
56,55,539159326,1000000000
56,56,539159326,1000000000
56,57,539159326,1000000000
56,58,539159326,1000000000
56,59,539159326,1000000000
56,60,539159326,1000000000
57,1,1,2
57,2,2,4
57,3,4,8
57,4,5,10
57,5,9,18
57,6,15,30
57,7,24,48
57,8,39,78
57,9,64,128
57,10,99,198
57,11,163,326
57,12,256,512
57,13,399,798
57,14,652,1304
57,15,1049,2098
57,16,1674,3348
57,17,2669,5338
57,18,4244,8488
57,19,6857,13714
57,20,10983,21966
57,21,17526,35052
57,22,27946,55892
57,23,44715,89430
57,24,71709,143418
57,25,114731,229462
57,26,183905,367810
57,27,294284,588568
57,28,471109,942218
57,29,752499,1504998
57,30,1204686,2409372
57,31,1927272,3854544
57,32,3084230,6168460
57,33,4934811,9869622
57,34,7896906,15793812
57,35,12633445,25266890
57,36,20215005,40430010
57,37,32341628,64683256
57,38,51746525,103493050
57,39,82798275,165596550
57,40,132476396,264952792
57,41,211961614,423923228
57,42,339140621,678281242
57,43,678281242,1000000000
57,44,678281242,1000000000
57,45,678281242,1000000000
57,46,678281242,1000000000
57,47,678281242,1000000000
57,48,678281242,1000000000
57,49,678281242,1000000000
57,50,678281242,1000000000
57,51,678281242,1000000000
57,52,678281242,1000000000
57,53,678281242,1000000000
57,54,678281242,1000000000
57,55,678281242,1000000000
57,56,678281242,1000000000
57,57,678281242,1000000000
57,58,678281242,1000000000
57,59,678281242,1000000000
57,60,678281242,1000000000
58,1,1,2
58,2,1,2
58,3,1,2
58,4,2,4
58,5,4,8
58,6,6,12
58,7,9,18
58,8,17,34
58,9,29,58
58,10,51,102
58,11,80,160
58,12,131,262
58,13,207,414
58,14,325,650
58,15,532,1064
58,16,861,1722
58,17,1367,2734
58,18,2191,4382
58,19,3521,7042
58,20,5595,11190
58,21,9035,18070
58,22,14504,29008
58,23,23190,46380
58,24,37061,74122
58,25,59499,118998
58,26,95306,190612
58,27,152296,304592
58,28,243955,487910
58,29,390727,781454
58,30,625623,1251246
58,31,1001312,2002624
58,32,1602464,3204928
58,33,2565049,5130098
58,34,4102921,8205842
58,35,6565011,13130022
58,36,10503549,21007098
58,37,16806511,33613022
58,38,26893196,53786392
58,39,43027023,86054046
58,40,68843725,137687450
58,41,110146778,220293556
58,42,176232422,352464844
58,43,281968898,563937796
58,44,563937796,1000000000
58,45,563937796,1000000000
58,46,563937796,1000000000
58,47,563937796,1000000000
58,48,563937796,1000000000
58,49,563937796,1000000000
58,50,563937796,1000000000
58,51,563937796,1000000000
58,52,563937796,1000000000
58,53,563937796,1000000000
58,54,563937796,1000000000
58,55,563937796,1000000000
58,56,563937796,1000000000
58,57,563937796,1000000000
58,58,563937796,1000000000
58,59,563937796,1000000000
58,60,563937796,1000000000
59,1,1,2
59,2,2,4
59,3,3,6
59,4,5,10
59,5,8,16
59,6,9,18
59,7,12,24
59,8,19,38
59,9,30,60
59,10,50,100
59,11,79,158
59,12,129,258
59,13,208,416
59,14,337,674
59,15,550,1100
59,16,887,1774
59,17,1383,2766
59,18,2234,4468
59,19,3622,7244
59,20,5792,11584
59,21,9228,18456
59,22,14802,29604
59,23,23673,47346
59,24,37791,75582
59,25,60390,120780
59,26,96648,193296
59,27,154496,308992
59,28,247286,494572
59,29,395786,791572
59,30,633289,1266578
59,31,1013095,2026190
59,32,1621287,3242574
59,33,2594864,5189728
59,34,4151995,8303990
59,35,6642436,13284872
59,36,10626506,21253012
59,37,17003673,34007346
59,38,27204136,54408272
59,39,43527460,87054920
59,40,69653724,139307448
59,41,111446358,222892716
59,42,178307099,356614198
59,43,285292283,570584566
59,44,570584566,1000000000
59,45,570584566,1000000000
59,46,570584566,1000000000
59,47,570584566,1000000000
59,48,570584566,1000000000
59,49,570584566,1000000000
59,50,570584566,1000000000
59,51,570584566,1000000000
59,52,570584566,1000000000
59,53,570584566,1000000000
59,54,570584566,1000000000
59,55,570584566,1000000000
59,56,570584566,1000000000
59,57,570584566,1000000000
59,58,570584566,1000000000
59,59,570584566,1000000000
59,60,570584566,1000000000
60,1,0,0
60,2,0,0
60,3,0,0
60,4,0,0
60,5,0,0
60,6,0,0
60,7,0,0
60,8,0,0
60,9,0,0
60,10,0,0
60,11,0,0
60,12,0,0
60,13,0,0
60,14,0,0
60,15,0,0
60,16,0,0
60,17,0,0
60,18,0,0
60,19,0,0
60,20,0,0
60,21,0,0
60,22,0,0
60,23,0,0
60,24,0,0
60,25,0,0
60,26,0,0
60,27,0,0
60,28,0,0
60,29,0,0
60,30,0,0
60,31,0,0
60,32,0,0
60,33,0,0
60,34,0,0
60,35,0,0
60,36,0,0
60,37,0,0
60,38,0,0
60,39,0,0
60,40,0,0
60,41,0,0
60,42,0,0
60,43,0,0
60,44,0,0
60,45,0,0
60,46,0,0
60,47,0,0
60,48,0,0
60,49,0,0
60,50,0,0
60,51,0,0
60,52,0,0
60,53,0,0
60,54,0,0
60,55,0,0
60,56,0,0
60,57,0,0
60,58,0,0
60,59,0,0
60,60,0,0
